"No. linea - archivo original","No. linea - archivo registros erroneos","No. columna","Nombre Columna","detalle error"
361,361,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
362,362,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
363,363,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
364,364,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
365,365,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
366,366,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
367,367,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
368,368,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
369,369,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
370,370,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
371,371,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
372,372,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
373,373,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
374,374,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
375,375,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
376,376,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
377,377,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
378,378,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
379,379,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
380,380,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
381,381,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
382,382,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
383,383,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
384,384,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
385,385,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
386,386,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
387,387,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
388,388,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
389,389,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
390,390,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
391,391,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
392,392,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
393,393,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
394,394,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
394,394,2,username,"El campo no correponde a un username en la tabla usarios Ases."
395,395,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
396,396,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
397,397,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
398,398,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
399,399,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
400,400,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
400,400,2,username,"El campo no correponde a un username en la tabla usarios Ases."
401,401,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
401,401,2,username,"El campo no correponde a un username en la tabla usarios Ases."
402,402,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
402,402,2,username,"El campo no correponde a un username en la tabla usarios Ases."
403,403,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
403,403,2,username,"El campo no correponde a un username en la tabla usarios Ases."
404,404,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
404,404,2,username,"El campo no correponde a un username en la tabla usarios Ases."
405,405,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
405,405,2,username,"El campo no correponde a un username en la tabla usarios Ases."
406,406,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
406,406,2,username,"El campo no correponde a un username en la tabla usarios Ases."
407,407,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
407,407,2,username,"El campo no correponde a un username en la tabla usarios Ases."
408,408,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
408,408,2,username,"El campo no correponde a un username en la tabla usarios Ases."
409,409,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
409,409,2,username,"El campo no correponde a un username en la tabla usarios Ases."
410,410,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
410,410,2,username,"El campo no correponde a un username en la tabla usarios Ases."
411,411,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
411,411,2,username,"El campo no correponde a un username en la tabla usarios Ases."
412,412,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
412,412,2,username,"El campo no correponde a un username en la tabla usarios Ases."
413,413,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
413,413,2,username,"El campo no correponde a un username en la tabla usarios Ases."
414,414,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
414,414,2,username,"El campo no correponde a un username en la tabla usarios Ases."
415,415,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
415,415,2,username,"El campo no correponde a un username en la tabla usarios Ases."
416,416,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
416,416,2,username,"El campo no correponde a un username en la tabla usarios Ases."
417,417,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
417,417,2,username,"El campo no correponde a un username en la tabla usarios Ases."
418,418,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
418,418,2,username,"El campo no correponde a un username en la tabla usarios Ases."
419,419,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
419,419,2,username,"El campo no correponde a un username en la tabla usarios Ases."
420,420,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
420,420,2,username,"El campo no correponde a un username en la tabla usarios Ases."
421,421,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
421,421,2,username,"El campo no correponde a un username en la tabla usarios Ases."
422,422,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
422,422,2,username,"El campo no correponde a un username en la tabla usarios Ases."
423,423,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
423,423,2,username,"El campo no correponde a un username en la tabla usarios Ases."
424,424,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
424,424,2,username,"El campo no correponde a un username en la tabla usarios Ases."
425,425,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
425,425,2,username,"El campo no correponde a un username en la tabla usarios Ases."
426,426,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
426,426,2,username,"El campo no correponde a un username en la tabla usarios Ases."
427,427,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
427,427,2,username,"El campo no correponde a un username en la tabla usarios Ases."
428,428,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
428,428,2,username,"El campo no correponde a un username en la tabla usarios Ases."
429,429,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
429,429,2,username,"El campo no correponde a un username en la tabla usarios Ases."
430,430,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
430,430,2,username,"El campo no correponde a un username en la tabla usarios Ases."
431,431,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
431,431,2,username,"El campo no correponde a un username en la tabla usarios Ases."
432,432,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
432,432,2,username,"El campo no correponde a un username en la tabla usarios Ases."
433,433,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
433,433,2,username,"El campo no correponde a un username en la tabla usarios Ases."
434,434,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
434,434,2,username,"El campo no correponde a un username en la tabla usarios Ases."
435,435,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
435,435,2,username,"El campo no correponde a un username en la tabla usarios Ases."
436,436,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
436,436,2,username,"El campo no correponde a un username en la tabla usarios Ases."
437,437,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
437,437,2,username,"El campo no correponde a un username en la tabla usarios Ases."
438,438,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
438,438,2,username,"El campo no correponde a un username en la tabla usarios Ases."
439,439,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
439,439,2,username,"El campo no correponde a un username en la tabla usarios Ases."
440,440,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
440,440,2,username,"El campo no correponde a un username en la tabla usarios Ases."
441,441,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
441,441,2,username,"El campo no correponde a un username en la tabla usarios Ases."
442,442,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
443,443,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
444,444,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
445,445,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
446,446,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
447,447,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
448,448,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
449,449,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
450,450,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
451,451,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
452,452,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
453,453,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
454,454,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
455,455,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
456,456,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
457,457,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
458,458,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
459,459,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
460,460,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
461,461,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
462,462,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
463,463,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
464,464,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
465,465,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
466,466,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
467,467,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
468,468,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
469,469,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
470,470,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
471,471,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
472,472,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
473,473,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
474,474,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
475,475,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
476,476,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
477,477,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
478,478,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
479,479,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
480,480,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
481,481,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
482,482,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
483,483,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
484,484,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
485,485,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
486,486,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
487,487,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
488,488,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
489,489,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
490,490,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
491,491,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
492,492,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
493,493,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
494,494,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
495,495,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
496,496,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
497,497,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
498,498,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
499,499,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
500,500,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
501,501,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
502,502,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
503,503,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
504,504,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
505,505,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
506,506,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
507,507,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
508,508,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
509,509,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
510,510,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
511,511,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
512,512,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
513,513,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
514,514,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
515,515,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
516,516,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
517,517,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
518,518,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
519,519,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
520,520,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
521,521,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
521,521,2,username,"El campo no correponde a un username en la tabla usarios Ases."
522,522,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
523,523,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
524,524,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
525,525,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
526,526,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
527,527,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
528,528,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
529,529,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
530,530,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
531,531,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
532,532,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
533,533,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
534,534,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
535,535,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
536,536,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
537,537,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
538,538,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
539,539,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
540,540,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
541,541,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
542,542,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
543,543,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
544,544,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
545,545,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
546,546,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
547,547,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
548,548,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
549,549,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
550,550,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
551,551,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
552,552,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
553,553,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
554,554,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
555,555,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
556,556,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
557,557,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
558,558,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
559,559,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
560,560,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
561,561,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
562,562,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
563,563,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
564,564,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
565,565,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
566,566,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
567,567,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
568,568,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
569,569,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
570,570,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
571,571,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
572,572,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
573,573,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
574,574,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
575,575,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
576,576,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
577,577,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
578,578,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
579,579,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
580,580,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
581,581,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
582,582,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
583,583,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
584,584,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
585,585,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
586,586,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
587,587,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
588,588,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
589,589,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
590,590,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
591,591,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
592,592,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
593,593,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
594,594,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
595,595,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
596,596,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
597,597,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
598,598,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
599,599,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
600,600,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
601,601,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
602,602,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
603,603,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
604,604,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
605,605,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
606,606,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
607,607,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
608,608,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
609,609,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
610,610,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
611,611,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
612,612,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
613,613,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
614,614,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
615,615,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
615,615,2,username,"El campo no correponde a un username en la tabla usarios Ases."
616,616,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
616,616,2,username,"El campo no correponde a un username en la tabla usarios Ases."
617,617,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
617,617,2,username,"El campo no correponde a un username en la tabla usarios Ases."
618,618,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
619,619,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
619,619,2,username,"El campo no correponde a un username en la tabla usarios Ases."
620,620,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
621,621,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
622,622,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
623,623,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
624,624,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
625,625,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
626,626,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
627,627,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
628,628,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
629,629,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
630,630,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
631,631,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
632,632,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
633,633,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
634,634,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
635,635,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
636,636,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
637,637,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
638,638,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
639,639,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
640,640,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
641,641,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
642,642,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
643,643,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
643,643,2,username,"El campo no correponde a un username en la tabla usarios Ases."
644,644,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
645,645,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
646,646,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
647,647,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
648,648,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
649,649,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
650,650,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
651,651,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
652,652,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
653,653,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
654,654,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
655,655,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
656,656,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
657,657,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
658,658,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
659,659,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
660,660,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
661,661,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
662,662,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
663,663,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
664,664,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
665,665,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
666,666,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
667,667,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
668,668,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
669,669,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
670,670,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
671,671,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
672,672,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
673,673,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
674,674,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
675,675,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
676,676,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
677,677,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
678,678,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
679,679,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
680,680,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
681,681,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
682,682,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
683,683,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
684,684,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
685,685,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
